marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	281	2318	0	2318	2328	1	2327	2342	1	2341
Am-AG-10	27	112	0	112	124	0	124	140	0	140
Am-AG-11	177	564	0	564	573	0	573	644	4	640
Am-AG-2B	223	2271	0	2271	2282	1	2281	2396	0	2396
Am-AG-4B	149	1218	0	1218	1281	0	1281	1240	0	1240
Am-ATC-2	0	0	0	0	68	0	68	260	1	259
Am-ATC-3	12	21	0	21	107	0	107	98	0	98
Am-CT-2	4	6	0	6	8	0	8	6	0	6
Am-CT-5	1	1	0	1	2	0	2	1	0	1
Arm01	28	357	0	357	382	0	382	401	0	401
Arm02	56	429	0	429	446	0	446	455	3	452
Arm03	9	72	0	72	95	0	95	76	0	76
Arm04	245	1379	0	1379	1558	1	1557	1686	0	1686
Arm05	135	1430	0	1430	1431	0	1431	1443	0	1443
Arm06	6	29	0	29	35	0	35	31	0	31
Arm07	4	32	0	32	32	0	32	32	0	32
Arm08	85	1373	1	1372	1373	1	1372	1382	2	1380
Arm09	10	28	0	28	32	0	32	45	0	45
Arm10	180	1810	0	1810	2088	0	2088	2103	0	2103
Arm11	157	1767	0	1767	1771	0	1771	1783	0	1783
Armo01	31	481	0	481	486	1	485	491	0	491
Armo02	0	0	0	0	1	0	1	9	0	9
Armo03	34	180	0	180	183	3	180	186	0	186

total reads	17304
unrecognised reads	42
