marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	85	467	0	467	467	0	467	470	0	470
Am-AG-10	32	313	0	313	320	0	320	321	0	321
Am-AG-11	102	442	0	442	448	0	448	459	2	457
Am-AG-2B	24	125	0	125	128	0	128	135	0	135
Am-AG-4B	71	319	0	319	351	0	351	354	0	354
Am-ATC-2	0	0	0	0	0	0	0	143	1	142
Am-ATC-3	7	29	0	29	31	0	31	31	0	31
Am-CT-2	7	21	0	21	21	0	21	107	0	107
Am-CT-5	0	0	0	0	5	0	5	0	0	0
Arm01	6	11	0	11	11	0	11	11	0	11
Arm02	55	328	0	328	341	0	341	341	1	340
Arm03	9	71	0	71	172	0	172	84	1	83
Arm04	34	142	0	142	264	0	264	174	0	174
Arm05	46	301	0	301	301	0	301	306	0	306
Arm06	6	16	0	16	24	0	24	16	0	16
Arm07	0	0	0	0	0	0	0	140	1	139
Arm08	3	29	0	29	30	0	30	29	0	29
Arm09	14	49	0	49	49	0	49	50	0	50
Arm10	49	370	0	370	399	0	399	490	0	490
Arm11	32	234	1	233	371	2	369	237	1	236
Armo01	13	97	0	97	97	0	97	99	0	99
Armo02	0	0	0	0	0	0	0	101	0	101
Armo03	47	215	0	215	217	0	217	223	0	223

total reads	4350
unrecognised reads	16
