marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	553	3282	0	3282	3290	0	3290	3341	0	3341
Am-AG-10	27	143	0	143	144	0	144	146	0	146
Am-AG-11	271	1250	0	1250	1281	0	1281	1282	3	1279
Am-AG-2B	148	1269	0	1269	1271	0	1271	1294	0	1294
Am-AG-4B	283	2485	0	2485	2494	0	2494	2504	0	2504
Am-ATC-2	0	0	0	0	2	0	2	661	3	658
Am-ATC-3	3	5	0	5	5	0	5	5	0	5
Am-CT-2	3	8	0	8	8	0	8	8	0	8
Am-CT-5	2	4	0	4	13	0	13	7	1	6
Arm01	99	1835	0	1835	1850	0	1850	1850	0	1850
Arm02	8	20	0	20	20	0	20	25	0	25
Arm03	0	0	0	0	9	0	9	0	0	0
Arm04	0	0	0	0	0	0	0	0	0	0
Arm05	0	0	0	0	1	0	1	0	0	0
Arm06	0	0	0	0	0	0	0	0	0	0
Arm07	0	0	0	0	0	0	0	0	0	0
Arm08	0	0	0	0	0	0	0	1	1	0
Arm09	0	0	0	0	0	0	0	8	0	8
Arm10	2	13	0	13	13	0	13	13	0	13
Arm11	0	0	0	0	2	0	2	0	0	0
Armo01	0	0	0	0	0	0	0	0	0	0
Armo02	0	0	0	0	0	0	0	8	1	7
Armo03	0	0	0	0	4	1	3	5	0	5

total reads	11213
unrecognised reads	27
