marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	228	2869	2869	0	2884	2884	0	2874	2874	0
Am-AG-10	11	120	120	0	120	120	0	143	130	13
Am-AG-11	16	109	109	0	115	113	2	200	198	2
Am-AG-2B	9	40	40	0	55	55	0	1498	1497	1
Am-AG-4B	56	560	560	0	581	580	1	564	564	0
Am-ATC-2	2	2	2	0	8	8	0	8	7	1
Am-ATC-3	301	3491	3491	0	3504	3503	1	3734	3731	3
Am-CT-2	468	3950	3950	0	3996	3996	0	3980	3980	0
Am-CT-5	2	4	4	0	8	7	1	6	6	0
Arm01	84	1359	1359	0	1483	1483	0	1447	1445	2
Arm02	137	1543	1543	0	1634	1634	0	1615	1615	0
Arm03	46	539	539	0	680	680	0	559	559	0
Arm04	141	1660	1660	0	2437	2436	1	1782	1782	0
Arm05	71	678	677	1	679	678	1	690	689	1
Arm06	22	207	207	0	225	225	0	224	224	0
Arm07	0	0	0	0	2	0	2	1	1	0
Arm08	29	336	336	0	338	338	0	340	340	0
Arm09	22	201	201	0	206	205	1	318	318	0
Arm10	726	12173	12173	0	12493	12493	0	13214	13214	0
Arm11	190	3161	3161	0	3184	3184	0	3164	3164	0
Armo01	6	13	13	0	13	13	0	13	13	0
Armo02	2	4	4	0	4	4	0	25	25	0
Armo03	253	2201	2201	0	2210	2210	0	2230	2230	0

total reads	39663
unrecognised reads	907
