marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	242	1819	1819	0	1840	1840	0	1823	1823	0
Am-AG-10	21	264	264	0	267	267	0	274	269	5
Am-AG-11	249	1737	1737	0	1755	1754	1	1741	1739	2
Am-AG-2B	299	2194	2194	0	2225	2225	0	2200	2200	0
Am-AG-4B	167	1456	1456	0	1467	1466	1	1458	1458	0
Am-ATC-2	315	1449	1449	0	1825	1825	0	1464	1464	0
Am-ATC-3	46	307	307	0	313	313	0	669	669	0
Am-CT-2	121	652	652	0	664	664	0	654	654	0
Am-CT-5	1	1	1	0	3	3	0	5	5	0
Arm01	104	1046	1046	0	1120	1120	0	1134	1133	1
Arm02	184	1606	1606	0	1648	1648	0	1661	1660	1
Arm03	12	74	74	0	283	283	0	80	80	0
Arm04	133	664	664	0	824	824	0	797	797	0
Arm05	162	1161	1161	0	1161	1161	0	1164	1164	0
Arm06	10	47	47	0	49	49	0	48	48	0
Arm07	0	0	0	0	1	1	0	0	0	0
Arm08	4	31	31	0	31	31	0	31	31	0
Arm09	14	74	74	0	74	74	0	74	74	0
Arm10	146	1398	1398	0	1571	1571	0	1562	1562	0
Arm11	131	1141	1141	0	1156	1156	0	1143	1143	0
Armo01	16	66	66	0	67	67	0	66	66	0
Armo02	0	0	0	0	175	175	0	378	378	0
Armo03	152	695	695	0	704	703	1	696	696	0

total reads	19267
unrecognised reads	4
