marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	21	99	99	0	100	100	0	103	103	0
Am-AG-10	3	3	3	0	10	10	0	4	4	0
Am-AG-11	2	5	5	0	283	283	0	33	32	1
Am-AG-2B	4	12	12	0	12	12	0	14	14	0
Am-AG-4B	18	49	49	0	50	49	1	122	122	0
Am-ATC-2	0	0	0	0	4	4	0	176	176	0
Am-ATC-3	1	1	1	0	2	2	0	5	5	0
Am-CT-2	2	2	2	0	25	25	0	2	2	0
Am-CT-5	5	23	23	0	114	114	0	24	24	0
Arm01	22	149	149	0	156	156	0	157	156	1
Arm02	24	98	98	0	107	107	0	106	106	0
Arm03	2	2	2	0	133	132	1	5	5	0
Arm04	1	1	1	0	1	1	0	2	2	0
Arm05	2	3	3	0	3	3	0	4	4	0
Arm06	4	7	7	0	7	7	0	7	7	0
Arm07	0	0	0	0	0	0	0	0	0	0
Arm08	0	0	0	0	0	0	0	0	0	0
Arm09	1	1	1	0	1	1	0	87	86	1
Arm10	22	125	125	0	128	128	0	128	128	0
Arm11	6	11	11	0	12	11	1	12	12	0
Armo01	0	0	0	0	0	0	0	0	0	0
Armo02	0	0	0	0	0	0	0	59	59	0
Armo03	5	9	9	0	11	11	0	9	9	0

total reads	1396
unrecognised reads	33
