marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	91	887	887	0	899	898	1	888	888	0
Am-AG-10	18	87	87	0	105	105	0	108	106	2
Am-AG-11	90	580	579	1	651	650	1	629	628	1
Am-AG-2B	136	1197	1197	0	1240	1240	0	1210	1210	0
Am-AG-4B	77	629	629	0	689	688	1	656	656	0
Am-ATC-2	3	9	9	0	13	13	0	518	518	0
Am-ATC-3	174	1031	1031	0	1041	1041	0	1040	1040	0
Am-CT-2	120	632	632	0	639	639	0	635	635	0
Am-CT-5	0	0	0	0	0	0	0	40	40	0
Arm01	11	103	103	0	126	125	1	125	125	0
Arm02	26	189	188	1	205	204	1	222	221	1
Arm03	3	21	21	0	55	55	0	25	25	0
Arm04	83	495	495	0	670	670	0	670	670	0
Arm05	76	699	699	0	704	704	0	700	700	0
Arm06	11	51	51	0	79	79	0	59	59	0
Arm07	22	155	155	0	157	157	0	156	156	0
Arm08	41	573	573	0	575	575	0	579	579	0
Arm09	2	17	17	0	20	20	0	38	38	0
Arm10	83	819	819	0	971	971	0	1094	1094	0
Arm11	77	835	835	0	841	841	0	836	836	0
Armo01	87	447	447	0	464	464	0	464	464	0
Armo02	0	0	0	0	0	0	0	3	3	0
Armo03	61	384	384	0	393	393	0	388	388	0

total reads	11275
unrecognised reads	77
