marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	140	999	0	999	1002	0	1002	1010	0	1010
Am-AG-10	52	336	0	336	338	0	338	348	0	348
Am-AG-11	168	971	0	971	1156	0	1156	1005	5	1000
Am-AG-2B	113	792	0	792	807	0	807	809	0	809
Am-AG-4B	77	893	0	893	898	0	898	905	0	905
Am-ATC-2	0	0	0	0	0	0	0	4	1	3
Am-ATC-3	5	8	0	8	8	0	8	8	0	8
Am-CT-2	3	7	0	7	7	0	7	9	0	9
Am-CT-5	0	0	0	0	1	0	1	186	0	186
Arm01	25	132	0	132	454	0	454	154	0	154
Arm02	132	992	0	992	1025	0	1025	1029	0	1029
Arm03	10	19	0	19	31	0	31	21	1	20
Arm04	37	259	0	259	273	0	273	295	0	295
Arm05	16	92	0	92	92	0	92	185	0	185
Arm06	6	11	0	11	11	0	11	13	0	13
Arm07	0	0	0	0	0	0	0	7	0	7
Arm08	5	34	0	34	115	0	115	108	0	108
Arm09	6	15	0	15	15	0	15	23	0	23
Arm10	110	1425	0	1425	1465	0	1465	1456	0	1456
Arm11	19	143	0	143	235	0	235	144	0	144
Armo01	3	14	0	14	50	0	50	50	0	50
Armo02	0	0	0	0	0	0	0	307	0	307
Armo03	5	20	0	20	22	1	21	20	0	20

total reads	8131
unrecognised reads	22
