marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	106	883	0	883	891	0	891	889	0	889
Am-AG-10	16	85	0	85	103	0	103	109	0	109
Am-AG-11	135	571	1	570	634	1	633	639	4	635
Am-AG-2B	126	1197	0	1197	1222	0	1222	1225	0	1225
Am-AG-4B	77	627	0	627	678	0	678	665	0	665
Am-ATC-2	4	8	0	8	13	0	13	517	3	514
Am-ATC-3	150	1025	0	1025	1028	0	1028	1046	0	1046
Am-CT-2	120	621	0	621	622	0	622	639	0	639
Am-CT-5	0	0	0	0	2	0	2	41	1	40
Arm01	12	105	0	105	126	0	126	127	0	127
Arm02	26	187	1	186	201	1	200	223	1	222
Arm03	3	21	0	21	52	0	52	25	0	25
Arm04	98	496	0	496	661	0	661	674	0	674
Arm05	67	696	0	696	699	1	698	699	0	699
Arm06	9	50	0	50	79	0	79	58	0	58
Arm07	19	155	0	155	157	0	157	155	0	155
Arm08	33	570	0	570	571	0	571	578	0	578
Arm09	1	17	0	17	20	0	20	38	0	38
Arm10	77	822	0	822	968	1	967	1099	0	1099
Arm11	60	831	0	831	833	0	833	840	0	840
Armo01	74	443	0	443	457	0	457	466	0	466
Armo02	0	0	0	0	0	0	0	3	0	3
Armo03	52	382	0	382	389	2	387	389	0	389

total reads	11275
unrecognised reads	106
