marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	151	1379	1379	0	1396	1396	0	1384	1384	0
Am-AG-10	60	882	882	0	900	900	0	915	912	3
Am-AG-11	235	1532	1532	0	1629	1628	1	1562	1559	3
Am-AG-2B	169	1649	1649	0	1702	1702	0	1659	1659	0
Am-AG-4B	115	1218	1218	0	1242	1242	0	1284	1283	1
Am-ATC-2	0	0	0	0	4	4	0	771	771	0
Am-ATC-3	171	1414	1414	0	1440	1440	0	1427	1427	0
Am-CT-2	112	700	700	0	711	711	0	700	700	0
Am-CT-5	2	3	3	0	6	5	1	9	7	2
Arm01	57	556	556	0	634	634	0	657	656	1
Arm02	114	1238	1238	0	1292	1292	0	1309	1309	0
Arm03	0	0	0	0	180	180	0	0	0	0
Arm04	112	821	821	0	969	969	0	865	865	0
Arm05	70	779	779	0	781	781	0	789	789	0
Arm06	1	1	1	0	1	1	0	1	1	0
Arm07	5	11	11	0	11	11	0	12	12	0
Arm08	12	121	121	0	123	122	1	121	121	0
Arm09	3	9	9	0	10	9	1	36	36	0
Arm10	59	1123	1123	0	1153	1153	0	1289	1289	0
Arm11	84	843	843	0	863	862	1	843	843	0
Armo01	34	122	122	0	127	127	0	123	123	0
Armo02	0	0	0	0	0	0	0	153	153	0
Armo03	4	8	8	0	9	9	0	27	27	0

total reads	16100
unrecognised reads	9
