marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	67	470	0	470	472	0	472	482	0	482
Am-AG-10	26	169	0	169	170	0	170	177	0	177
Am-AG-11	31	95	0	95	106	0	106	129	0	129
Am-AG-2B	8	31	0	31	32	0	32	214	0	214
Am-AG-4B	26	132	0	132	156	0	156	139	1	138
Am-ATC-2	0	0	0	0	1	0	1	264	2	262
Am-ATC-3	8	56	0	56	215	0	215	60	0	60
Am-CT-2	2	4	0	4	6	0	6	4	0	4
Am-CT-5	1	2	0	2	4	0	4	3	0	3
Arm01	27	382	0	382	469	0	469	413	0	413
Arm02	82	498	0	498	516	0	516	531	1	530
Arm03	3	6	0	6	114	0	114	7	0	7
Arm04	56	313	0	313	335	0	335	318	0	318
Arm05	10	50	0	50	50	0	50	50	0	50
Arm06	8	35	0	35	39	0	39	36	0	36
Arm07	1	1	0	1	1	0	1	2	0	2
Arm08	8	78	0	78	79	0	79	79	1	78
Arm09	6	18	0	18	48	0	48	66	0	66
Arm10	39	696	0	696	712	0	712	733	0	733
Arm11	51	422	0	422	422	0	422	429	0	429
Armo01	9	16	0	16	16	0	16	16	0	16
Armo02	0	0	0	0	1	1	0	175	0	175
Armo03	22	155	0	155	158	1	157	155	0	155

total reads	4516
unrecognised reads	11
