marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	144	918	0	918	926	0	926	931	1	930
Am-AG-10	80	599	0	599	602	0	602	617	0	617
Am-AG-11	238	1106	0	1106	1117	0	1117	1141	3	1138
Am-AG-2B	198	1513	0	1513	1548	0	1548	1537	0	1537
Am-AG-4B	103	843	0	843	850	0	850	859	1	858
Am-ATC-2	4	5	0	5	7	0	7	538	2	536
Am-ATC-3	165	1154	0	1154	1175	0	1175	1168	1	1167
Am-CT-2	201	1074	0	1074	1077	2	1075	1095	1	1094
Am-CT-5	2	13	0	13	15	0	15	13	0	13
Arm01	76	1071	1	1070	1277	1	1276	1230	1	1229
Arm02	136	1076	0	1076	1171	0	1171	1221	0	1221
Arm03	1	1	0	1	290	0	290	3	1	2
Arm04	138	593	0	593	841	0	841	757	0	757
Arm05	103	804	0	804	804	0	804	813	0	813
Arm06	4	5	0	5	6	0	6	5	0	5
Arm07	6	49	0	49	50	0	50	52	0	52
Arm08	41	522	0	522	525	0	525	528	0	528
Arm09	12	45	0	45	46	0	46	107	2	105
Arm10	118	924	0	924	1097	0	1097	1334	1	1333
Arm11	80	794	0	794	795	0	795	803	0	803
Armo01	68	468	0	468	470	0	470	483	0	483
Armo02	0	0	0	0	1	1	0	231	0	231
Armo03	11	61	0	61	75	2	73	320	0	320

total reads	15886
unrecognised reads	51
