marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	6	32	32	0	35	34	1	34	34	0
Am-AG-10	1	7	7	0	8	8	0	10	7	3
Am-AG-11	7	22	22	0	22	22	0	23	22	1
Am-AG-2B	13	64	64	0	77	77	0	510	510	0
Am-AG-4B	6	18	18	0	19	19	0	20	20	0
Am-ATC-2	18	66	66	0	76	76	0	191	191	0
Am-ATC-3	247	3294	3294	0	3330	3330	0	3323	3323	0
Am-CT-2	335	2876	2876	0	2901	2901	0	2894	2894	0
Am-CT-5	0	0	0	0	1	0	1	0	0	0
Arm01	42	552	552	0	594	592	2	593	593	0
Arm02	11	59	59	0	62	62	0	60	60	0
Arm03	0	0	0	0	290	290	0	0	0	0
Arm04	23	152	152	0	261	261	0	184	184	0
Arm05	5	56	56	0	57	57	0	56	56	0
Arm06	0	0	0	0	0	0	0	0	0	0
Arm07	0	0	0	0	0	0	0	2	2	0
Arm08	7	31	31	0	31	31	0	32	32	0
Arm09	0	0	0	0	0	0	0	99	99	0
Arm10	313	5028	5027	1	5128	5127	1	5187	5186	1
Arm11	32	391	391	0	393	393	0	392	392	0
Armo01	2	6	6	0	6	6	0	6	6	0
Armo02	0	0	0	0	0	0	0	188	188	0
Armo03	0	0	0	0	1	1	0	0	0	0

total reads	14058
unrecognised reads	170
