marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	44	217	217	0	221	221	0	217	217	0
Am-AG-10	1	3	3	0	3	3	0	3	3	0
Am-AG-11	12	66	66	0	66	66	0	67	67	0
Am-AG-2B	4	8	8	0	9	9	0	8	8	0
Am-AG-4B	27	177	177	0	177	177	0	177	177	0
Am-ATC-2	2	2	2	0	2	2	0	2	2	0
Am-ATC-3	0	0	0	0	1	0	1	0	0	0
Am-CT-2	4	4	4	0	4	4	0	4	4	0
Am-CT-5	1	6	6	0	7	7	0	6	6	0
Arm01	23	156	156	0	162	162	0	169	169	0
Arm02	61	299	299	0	314	314	0	308	308	0
Arm03	1	7	7	0	13	13	0	7	7	0
Arm04	44	139	139	0	160	160	0	148	148	0
Arm05	10	59	59	0	59	59	0	59	59	0
Arm06	8	11	11	0	17	17	0	12	12	0
Arm07	0	0	0	0	0	0	0	0	0	0
Arm08	4	6	6	0	6	6	0	6	6	0
Arm09	2	15	15	0	17	17	0	16	16	0
Arm10	69	636	636	0	659	659	0	667	667	0
Arm11	17	100	100	0	100	100	0	100	100	0
Armo01	2	2	2	0	2	2	0	2	2	0
Armo02	0	0	0	0	0	0	0	5	5	0
Armo03	8	19	19	0	19	19	0	19	19	0

total reads	2022
unrecognised reads	1
