marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	156	971	0	971	1001	1	1000	1660	2	1658
Am-AG-10	7	11	0	11	11	0	11	22	0	22
Am-AG-11	4	8	0	8	30	0	30	22	4	18
Am-AG-2B	323	3952	0	3952	3981	0	3981	4005	0	4005
Am-AG-4B	26	156	0	156	812	0	812	503	0	503
Am-ATC-2	1	1	0	1	189	1	188	2522	24	2498
Am-ATC-3	14	49	0	49	1756	0	1756	1910	2	1908
Am-CT-2	7	16	0	16	22	0	22	552	0	552
Am-CT-5	19	165	0	165	513	0	513	172	0	172
Arm01	173	1773	0	1773	2045	0	2045	2106	1	2105
Arm02	177	1675	0	1675	1787	0	1787	1894	4	1890
Arm03	1	3	0	3	1345	1	1344	5	0	5
Arm04	325	2117	0	2117	2478	0	2478	2487	0	2487
Arm05	214	2043	0	2043	2044	0	2044	2073	1	2072
Arm06	13	42	0	42	87	0	87	66	0	66
Arm07	0	0	0	0	0	0	0	4	0	4
Arm08	19	154	0	154	155	0	155	159	3	156
Arm09	0	0	0	0	3	0	3	794	4	790
Arm10	214	3503	0	3503	3844	0	3844	3902	0	3902
Arm11	171	2580	0	2580	2597	1	2596	2595	0	2595
Armo01	24	124	0	124	125	1	124	125	0	125
Armo02	0	0	0	0	236	2	234	876	1	875
Armo03	1	1	0	1	9	8	1	10	0	10

total reads	28582
unrecognised reads	78
