marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	3	6	0	6	6	0	6	7	0	7
Am-AG-10	1	1	0	1	1	0	1	5	0	5
Am-AG-11	1	2	0	2	5	0	5	2	0	2
Am-AG-2B	2	8	0	8	9	0	9	115	0	115
Am-AG-4B	3	3	0	3	4	0	4	4	0	4
Am-ATC-2	1	3	0	3	4	0	4	15	1	14
Am-ATC-3	59	783	0	783	783	0	783	790	1	789
Am-CT-2	90	650	0	650	651	0	651	667	0	667
Am-CT-5	0	0	0	0	1	0	1	1	0	1
Arm01	78	850	0	850	975	0	975	1071	0	1071
Arm02	98	1203	0	1203	1324	1	1323	1319	0	1319
Arm03	2	19	0	19	266	0	266	23	0	23
Arm04	128	935	0	935	1094	0	1094	1119	0	1119
Arm05	67	1159	0	1159	1159	0	1159	1171	0	1171
Arm06	3	16	0	16	24	0	24	17	0	17
Arm07	2	3	0	3	4	1	3	27	0	27
Arm08	17	235	0	235	259	0	259	236	0	236
Arm09	3	9	0	9	10	0	10	184	0	184
Arm10	141	1494	1	1493	1722	1	1721	1775	1	1774
Arm11	87	1272	0	1272	1278	0	1278	1282	0	1282
Armo01	29	194	0	194	195	0	195	202	0	202
Armo02	0	0	0	0	0	0	0	118	0	118
Armo03	2	9	0	9	26	4	22	11	0	11

total reads	10242
unrecognised reads	57
