marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	90	607	607	0	620	620	0	613	613	0
Am-AG-10	42	514	514	0	523	523	0	527	525	2
Am-AG-11	149	858	858	0	872	872	0	867	867	0
Am-AG-2B	5	32	32	0	34	34	0	32	32	0
Am-AG-4B	74	626	626	0	638	638	0	630	629	1
Am-ATC-2	0	0	0	0	0	0	0	352	352	0
Am-ATC-3	0	0	0	0	1	0	1	0	0	0
Am-CT-2	1	1	1	0	1	1	0	205	205	0
Am-CT-5	2	3	3	0	5	5	0	4	4	0
Arm01	25	376	376	0	415	415	0	407	407	0
Arm02	53	416	416	0	444	444	0	435	435	0
Arm03	13	135	135	0	203	203	0	147	147	0
Arm04	63	491	491	0	585	585	0	537	537	0
Arm05	41	522	522	0	522	522	0	527	527	0
Arm06	30	123	123	0	151	151	0	161	161	0
Arm07	2	4	4	0	4	4	0	4	4	0
Arm08	3	7	7	0	8	8	0	7	7	0
Arm09	16	119	119	0	119	119	0	128	128	0
Arm10	81	579	579	0	640	640	0	691	691	0
Arm11	56	430	430	0	435	435	0	430	430	0
Armo01	10	145	145	0	146	145	1	145	145	0
Armo02	1	1	1	0	2	2	0	54	54	0
Armo03	51	303	303	0	305	305	0	304	304	0

total reads	7250
unrecognised reads	4
