marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	53	471	471	0	477	476	1	478	478	0
Am-AG-10	15	169	169	0	173	173	0	177	175	2
Am-AG-11	26	95	95	0	109	108	1	128	127	1
Am-AG-2B	6	31	31	0	32	32	0	220	220	0
Am-AG-4B	18	130	130	0	157	157	0	134	133	1
Am-ATC-2	0	0	0	0	1	1	0	264	264	0
Am-ATC-3	9	57	57	0	214	214	0	61	61	0
Am-CT-2	2	4	4	0	5	5	0	4	4	0
Am-CT-5	1	2	2	0	3	3	0	4	3	1
Arm01	28	383	383	0	471	471	0	411	411	0
Arm02	59	504	504	0	523	523	0	532	532	0
Arm03	3	6	6	0	114	114	0	7	7	0
Arm04	46	315	315	0	335	335	0	319	319	0
Arm05	8	50	50	0	50	50	0	50	50	0
Arm06	7	35	35	0	39	39	0	36	36	0
Arm07	1	1	1	0	1	1	0	2	2	0
Arm08	9	78	78	0	79	79	0	79	79	0
Arm09	6	18	18	0	49	49	0	66	66	0
Arm10	37	696	696	0	712	712	0	735	734	1
Arm11	46	426	426	0	429	429	0	427	427	0
Armo01	9	16	16	0	16	16	0	16	16	0
Armo02	0	0	0	0	0	0	0	176	176	0
Armo03	22	155	155	0	157	157	0	155	155	0

total reads	4516
unrecognised reads	3
