marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	75	739	739	0	741	740	1	740	740	0
Am-AG-10	40	333	333	0	336	336	0	341	337	4
Am-AG-11	2	6	6	0	168	167	1	391	390	1
Am-AG-2B	3	15	15	0	22	22	0	257	257	0
Am-AG-4B	5	27	27	0	397	396	1	255	254	1
Am-ATC-2	8	26	26	0	29	29	0	37	37	0
Am-ATC-3	68	639	639	0	644	644	0	653	653	0
Am-CT-2	86	538	538	0	543	543	0	545	545	0
Am-CT-5	104	822	822	0	1089	1088	1	917	916	1
Arm01	14	160	160	0	163	163	0	166	165	1
Arm02	44	221	221	0	230	230	0	226	226	0
Arm03	6	38	38	0	111	111	0	38	38	0
Arm04	56	294	294	0	305	305	0	392	392	0
Arm05	15	70	70	0	71	71	0	70	70	0
Arm06	7	23	23	0	25	25	0	26	25	1
Arm07	0	0	0	0	0	0	0	480	480	0
Arm08	21	325	325	0	413	413	0	326	326	0
Arm09	3	13	13	0	13	13	0	83	83	0
Arm10	111	1470	1470	0	1486	1486	0	1487	1487	0
Arm11	46	401	401	0	883	883	0	405	405	0
Armo01	4	17	17	0	17	17	0	17	17	0
Armo02	0	0	0	0	0	0	0	11	10	1
Armo03	13	87	87	0	87	87	0	90	90	0

total reads	8156
unrecognised reads	92
