marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
Am-AG-1	102	1007	1007	0	1014	1014	0	1009	1009	0
Am-AG-10	31	341	341	0	344	344	0	346	346	0
Am-AG-11	129	982	982	0	1175	1174	1	997	996	1
Am-AG-2B	93	795	795	0	816	816	0	804	804	0
Am-AG-4B	79	896	896	0	906	905	1	900	899	1
Am-ATC-2	0	0	0	0	0	0	0	4	4	0
Am-ATC-3	5	8	8	0	8	8	0	9	9	0
Am-CT-2	2	7	7	0	7	7	0	9	9	0
Am-CT-5	0	0	0	0	1	1	0	187	186	1
Arm01	22	133	133	0	459	459	0	154	154	0
Arm02	112	1001	1001	0	1034	1034	0	1031	1031	0
Arm03	7	19	19	0	33	33	0	20	20	0
Arm04	27	259	259	0	275	275	0	293	293	0
Arm05	18	93	93	0	93	93	0	186	186	0
Arm06	5	11	11	0	11	11	0	13	13	0
Arm07	0	0	0	0	0	0	0	8	7	1
Arm08	5	34	34	0	115	115	0	108	108	0
Arm09	6	15	15	0	15	15	0	23	23	0
Arm10	93	1436	1436	0	1478	1477	1	1458	1458	0
Arm11	22	145	145	0	238	237	1	145	145	0
Armo01	4	14	14	0	50	50	0	50	50	0
Armo02	0	0	0	0	0	0	0	311	311	0
Armo03	5	21	21	0	21	21	0	21	21	0

total reads	8131
unrecognised reads	5
